Date,Open
02/06/2025 16:00:00,"457,14"
03/06/2025 16:00:00,"461,47"
04/06/2025 16:00:00,464
05/06/2025 16:00:00,"464,96"
06/06/2025 16:00:00,"470,09"
09/06/2025 16:00:00,"469,7"
10/06/2025 16:00:00,"471,19"
11/06/2025 16:00:00,"470,02"
12/06/2025 16:00:00,"475,02"
13/06/2025 16:00:00,"476,41"
16/06/2025 16:00:00,"475,21"
17/06/2025 16:00:00,"475,4"
18/06/2025 16:00:00,478
20/06/2025 16:00:00,"482,23"
23/06/2025 16:00:00,"478,21"
24/06/2025 16:00:00,"488,95"
25/06/2025 16:00:00,"492,04"
